i_epoch,env_reward,running_reward,training_step,hpwl,cost,epoch_time
836, -61.81, -68.84, 70140,  659015.18,  745179.25, 1.17
837, -68.99, -68.85, 70140,  716479.01,  792640.32, 1.21
838, -64.59, -68.43, 70140,  669521.59,  756763.97, 1.19
839, -64.83, -68.07, 70560,  671054.49,  758070.84, 10.70
840, -68.54, -68.11, 70560,  709914.24,  801012.76, 1.37
841, -74.73, -68.78, 70560,  773745.59,  868723.84, 1.21
842, -62.69, -68.17, 70560,  648702.12,  724983.09, 1.22
843, -65.57, -67.91, 70560,  678772.32,  755235.17, 1.19
844, -79.89, -69.11, 70980,  827223.23,  963392.96, 10.88
845, -62.11, -68.41, 70980,  643406.66,  720402.26, 1.28
846, -65.05, -68.07, 70980,  673511.35,  780671.23, 1.19
847, -60.42, -67.31, 70980,  627699.23,  709492.75, 1.19
848, -71.67, -67.74, 70980,  747159.49,  847117.72, 1.20
849, -60.37, -67.01, 71400,  629142.32,  733225.02, 10.80
850, -68.34, -67.14, 71400,  710294.04,  845376.19, 1.28
851, -69.39, -67.36, 71400,  718557.19,  790433.45, 1.18
852, -67.78, -67.41, 71400,  703203.49,  794636.98, 1.18
853, -61.50, -66.81, 71400,  636493.20,  715616.17, 1.19
854, -76.83, -67.82, 71820,  795415.15,  885191.06, 10.77
855, -67.09, -67.74, 71820,  695126.97,  787876.04, 1.33
856, -59.32, -66.90, 71820,  614369.25,  686595.87, 1.23
857, -65.78, -66.79, 71820,  682084.45,  785723.59, 1.24
858, -62.00, -66.31, 71820,  648139.76,  752702.22, 1.21
859, -59.44, -65.62, 72240,  616665.95,  712806.18, 10.87
860, -99.95, -69.06, 72240,  1036774.92,  1135545.74, 1.29
861, -68.03, -68.95, 72240,  704548.94,  782860.61, 1.21
862, -62.93, -68.35, 72240,  651577.21,  728792.61, 1.19
863, -80.24, -69.54, 72240,  830935.77,  914383.67, 1.19
864, -73.77, -69.96, 72660,  764911.38,  848781.00, 10.71
865, -69.50, -69.92, 72660,  719913.13,  801506.15, 1.28
866, -125.81, -75.51, 72660,  1302308.65,  1394100.00, 1.17
867, -64.57, -74.41, 72660,  668733.57,  740396.90, 1.20
868, -76.33, -74.60, 72660,  790366.96,  873661.81, 1.17
869, -71.54, -74.30, 73080,  740668.15,  830996.76, 10.72
870, -60.34, -72.90, 73080,  627698.07,  713025.76, 1.29
871, -64.08, -72.02, 73080,  665687.39,  742611.68, 1.17
872, -86.67, -73.49, 73080,  910143.05,  1000250.13, 1.16
873, -75.76, -73.71, 73080,  784726.51,  899781.58, 1.16
874, -68.18, -73.16, 73500,  706038.41,  801583.45, 10.76
875, -75.32, -73.38, 73500,  780143.17,  899185.00, 1.30
876, -63.61, -72.40, 73500,  661894.03,  738489.79, 1.18
877, -78.58, -73.02, 73500,  820386.29,  947648.82, 1.18
878, -76.95, -73.41, 73500,  796833.54,  892681.14, 1.17
879, -87.28, -74.80, 73920,  904302.79,  1011440.00, 10.78
880, -64.09, -73.73, 73920,  664034.94,  738532.08, 1.31
881, -72.35, -73.59, 73920,  751751.51,  840071.00, 1.18
882, -62.41, -72.47, 73920,  649851.02,  724813.97, 1.19
883, -63.87, -71.61, 73920,  661247.87,  784932.38, 1.17
884, -80.09, -72.46, 74340,  829238.39,  931953.94, 10.73
885, -63.50, -71.56, 74340,  661247.74,  754403.53, 1.29
886, -70.49, -71.46, 74340,  730108.71,  809245.54, 1.20
887, -68.10, -71.12, 74340,  705062.45,  788089.58, 1.22
888, -76.31, -71.64, 74340,  790176.94,  931069.67, 1.18
889, -65.52, -71.03, 74760,  678358.12,  781085.79, 10.78
890, -65.18, -70.44, 74760,  677387.34,  780722.92, 1.27
891, -63.12, -69.71, 74760,  658348.88,  742710.90, 1.18
892, -100.34, -72.77, 74760,  1039086.51,  1164243.14, 1.18
893, -59.01, -71.40, 74760,  614100.37,  712219.03, 1.20
894, -67.91, -71.05, 75180,  704175.30,  775893.93, 10.79
895, -66.76, -70.62, 75180,  691595.96,  767949.72, 1.30
896, -67.61, -70.32, 75180,  699979.67,  788585.31, 1.18
897, -74.42, -70.73, 75180,  770779.00,  858349.00, 1.18
898, -65.92, -70.25, 75180,  682986.43,  757465.67, 1.19
899, -61.44, -69.37, 75600,  641678.12,  733297.75, 11.03
900, -91.72, -71.60, 75600,  951177.76,  1042781.60, 1.33
901, -76.21, -72.06, 75600,  789878.87,  880894.07, 1.17
902, -76.27, -72.48, 75600,  789732.25,  888006.41, 1.23
903, -67.39, -71.97, 75600,  700401.20,  785310.49, 1.20
904, -59.60, -70.74, 76020,  622883.72,  719598.04, 10.85
905, -68.64, -70.53, 76020,  710986.69,  807029.35, 1.28
906, -61.37, -69.61, 76020,  635548.21,  710250.09, 1.17
907, -77.86, -70.44, 76020,  805892.58,  895812.75, 1.17
908, -77.20, -71.11, 76020,  800659.99,  893105.21, 1.18
909, -61.81, -70.18, 76440,  642323.47,  730763.62, 10.68
910, -68.59, -70.02, 76440,  725020.07,  841534.61, 1.25
911, -72.86, -70.31, 76440,  754222.37,  859739.97, 1.17
912, -68.13, -70.09, 76440,  705650.23,  797777.53, 1.19
913, -64.40, -69.52, 76440,  667644.73,  746193.97, 1.19
914, -60.95, -68.66, 76860,  634551.79,  712976.59, 10.83
915, -71.61, -68.96, 76860,  741803.87,  820555.88, 1.32
916, -62.11, -68.27, 76860,  647827.75,  725540.69, 1.22
917, -67.12, -68.16, 76860,  697278.27,  794956.78, 1.19
918, -65.64, -67.90, 76860,  679934.93,  754081.75, 1.22
919, -73.71, -68.49, 77280,  765316.50,  911301.42, 10.86
920, -73.81, -69.02, 77280,  764806.77,  871051.66, 1.28
921, -74.10, -69.53, 77280,  768656.46,  852938.01, 1.19
922, -80.25, -70.60, 77280,  830907.41,  941828.38, 1.18
923, -63.95, -69.93, 77280,  662141.07,  760632.64, 1.17
924, -70.94, -70.03, 77700,  734341.75,  844723.17, 10.78
925, -72.79, -70.31, 77700,  753644.50,  845198.37, 1.27
926, -62.72, -69.55, 77700,  653561.56,  769097.38, 1.20
927, -69.72, -69.57, 77700,  727964.37,  821495.70, 1.16
928, -66.57, -69.27, 77700,  695716.00,  800730.61, 1.15
929, -89.08, -71.25, 78120,  922047.64,  1007499.33, 10.93
930, -75.94, -71.72, 78120,  789225.01,  869384.27, 1.36
931, -75.88, -72.14, 78120,  789314.68,  886838.65, 1.21
932, -58.97, -70.82, 78120,  616505.12,  723229.93, 1.18
933, -62.23, -69.96, 78120,  644662.08,  732109.46, 1.21
934, -65.95, -69.56, 78540,  684279.69,  761708.77, 10.91
935, -67.64, -69.37, 78540,  700615.86,  779192.69, 1.26
936, -68.11, -69.24, 78540,  705294.79,  782946.10, 1.21
937, -66.83, -69.00, 78540,  692766.31,  776663.10, 1.18
938, -86.82, -70.78, 78540,  898901.69,  992573.81, 1.20
939, -70.51, -70.75, 78960,  733978.15,  817200.31, 10.75
940, -63.14, -69.99, 78960,  655247.75,  738221.03, 1.30
941, -60.41, -69.03, 78960,  625867.41,  704408.29, 1.18
942, -66.22, -68.75, 78960,  686195.34,  810500.55, 1.21
943, -67.54, -68.63, 78960,  701187.38,  795487.40, 1.19
944, -64.53, -68.22, 79380,  670289.89,  780802.58, 10.66
945, -77.03, -69.10, 79380,  802911.17,  930122.37, 1.27
946, -81.84, -70.38, 79380,  847385.54,  970021.09, 1.17
947, -76.88, -71.03, 79380,  796080.92,  901804.11, 1.16
948, -67.42, -70.67, 79380,  700084.97,  778923.56, 1.16
949, -79.10, -71.51, 79800,  819133.54,  976364.72, 10.74
950, -72.47, -71.61, 79800,  753158.46,  881623.94, 1.30
951, -69.07, -71.35, 79800,  717271.03,  819433.18, 1.18
952, -62.60, -70.48, 79800,  653295.64,  729874.52, 1.17
953, -72.76, -70.70, 79800,  753405.41,  841362.35, 1.18
954, -74.72, -71.11, 80220,  773879.72,  875476.25, 10.76
955, -75.55, -71.55, 80220,  782188.86,  890501.38, 1.31
956, -75.92, -71.99, 80220,  786450.50,  868996.37, 1.19
957, -73.54, -72.14, 80220,  765283.16,  864621.86, 1.21
958, -64.36, -71.36, 80220,  671963.60,  768722.10, 1.24
959, -63.59, -70.59, 80640,  658473.44,  745945.89, 10.84
960, -61.17, -69.65, 80640,  638870.18,  733361.04, 1.27
961, -60.18, -68.70, 80640,  623754.17,  711888.87, 1.19
962, -87.87, -70.62, 80640,  909408.89,  998032.30, 1.20
963, -81.49, -71.70, 80640,  843754.56,  963655.59, 1.18
964, -69.75, -71.51, 81060,  722308.57,  830886.50, 10.80
965, -60.04, -70.36, 81060,  621426.36,  692318.23, 1.27
966, -71.42, -70.47, 81060,  754411.47,  849538.08, 1.18
967, -65.49, -69.97, 81060,  678247.49,  754412.68, 1.17
968, -64.73, -69.45, 81060,  671005.88,  752099.76, 1.20
969, -60.48, -68.55, 81480,  629960.22,  736351.05, 10.87
970, -62.40, -67.93, 81480,  646288.71,  739842.69, 1.30
971, -62.34, -67.37, 81480,  645815.21,  722868.95, 1.18
972, -69.00, -67.54, 81480,  714461.87,  787295.98, 1.20
973, -72.32, -68.02, 81480,  751076.16,  851140.68, 1.17
974, -67.32, -67.95, 81900,  700276.12,  785342.71, 10.89
975, -77.74, -68.93, 81900,  807015.56,  926969.54, 1.32
976, -63.38, -68.37, 81900,  656207.24,  748600.46, 1.20
977, -65.21, -68.05, 81900,  677662.46,  800111.29, 1.19
978, -75.34, -68.78, 81900,  780314.63,  884979.27, 1.16
979, -64.55, -68.36, 82320,  668461.33,  763604.39, 10.81
980, -76.12, -69.14, 82320,  788551.45,  885339.94, 1.26
981, -62.14, -68.44, 82320,  643582.84,  717382.75, 1.18
982, -64.93, -68.09, 82320,  672426.25,  768669.37, 1.16
983, -64.49, -67.73, 82320,  667858.36,  746030.47, 1.19
984, -70.31, -67.98, 82740,  728093.22,  843030.66, 14.74
985, -72.45, -68.43, 82740,  757452.61,  859001.39, 1.28
986, -67.49, -68.34, 82740,  698594.79,  795897.37, 1.17
987, -65.13, -68.02, 82740,  674243.93,  768253.47, 1.17
988, -65.98, -67.81, 82740,  683158.64,  782006.74, 1.19
989, -78.72, -68.90, 83160,  818259.74,  940250.29, 22.50
990, -62.63, -68.27, 83160,  648400.50,  734343.76, 1.31
991, -77.00, -69.15, 83160,  797117.99,  885423.65, 1.20
992, -76.49, -69.88, 83160,  794210.85,  902561.81, 1.18
993, -62.28, -69.12, 83160,  649958.61,  749822.28, 1.18
994, -77.91, -70.00, 83580,  806624.37,  908994.37, 27.69
995, -82.14, -71.21, 83580,  850473.43,  952340.42, 1.26
996, -67.70, -70.86, 83580,  701292.21,  798905.57, 1.18
997, -69.91, -70.77, 83580,  723529.33,  821833.40, 1.20
998, -67.85, -70.48, 83580,  711066.71,  820455.60, 1.22
999, -82.21, -71.65, 84000,  854530.50,  965173.39, 21.11
